,date,passport,Immigration,Travel Visa,Refugee,Conflict,Economy,country
131,2015-12-01,1.0,14.0,21.0,16.0,3.0,19.0,AF
132,2016-01-01,3.0,15.0,18.0,13.0,3.0,18.0,AF
133,2016-02-01,3.0,12.0,20.0,9.0,4.0,15.0,AF
134,2016-03-01,1.0,7.0,18.0,16.0,3.0,14.0,AF
135,2016-04-01,1.0,11.0,20.0,6.0,4.0,23.0,AF
136,2016-05-01,1.0,5.0,21.0,6.0,3.0,27.0,AF
137,2016-06-01,1.0,11.0,23.0,14.0,3.0,23.0,AF
138,2016-07-01,2.0,7.0,20.0,5.0,2.0,16.0,AF
139,2016-08-01,2.0,9.0,25.0,11.0,2.0,18.0,AF
140,2016-09-01,2.0,5.0,23.0,9.0,2.0,19.0,AF
141,2016-10-01,2.0,9.0,24.0,6.0,3.0,24.0,AF
142,2016-11-01,2.0,11.0,22.0,9.0,3.0,24.0,AF
143,2016-12-01,2.0,9.0,21.0,8.0,2.0,17.0,AF
144,2017-01-01,2.0,10.0,19.0,11.0,3.0,17.0,AF
145,2017-02-01,1.0,11.0,18.0,9.0,1.0,16.0,AF
146,2017-03-01,2.0,6.0,21.0,6.0,3.0,15.0,AF
147,2017-04-01,1.0,5.0,21.0,8.0,1.0,26.0,AF
148,2017-05-01,1.0,9.0,19.0,7.0,2.0,24.0,AF
149,2017-06-01,1.0,10.0,15.0,9.0,4.0,15.0,AF
150,2017-07-01,1.0,4.0,19.0,8.0,2.0,16.0,AF
151,2017-08-01,2.0,7.0,16.0,6.0,3.0,17.0,AF
152,2017-09-01,1.0,10.0,21.0,3.0,5.0,16.0,AF
153,2017-10-01,2.0,11.0,16.0,6.0,4.0,25.0,AF
154,2017-11-01,1.0,9.0,17.0,9.0,4.0,27.0,AF
155,2017-12-01,2.0,7.0,18.0,0.0,2.0,18.0,AF
156,2018-01-01,2.0,8.0,16.0,5.0,2.0,15.0,AF
157,2018-02-01,2.0,9.0,21.0,8.0,3.0,14.0,AF
158,2018-03-01,2.0,5.0,19.0,7.0,2.0,13.0,AF
159,2018-04-01,1.0,6.0,26.0,9.0,2.0,25.0,AF
160,2018-05-01,2.0,8.0,26.0,6.0,2.0,18.0,AF
161,2018-06-01,2.0,11.0,18.0,7.0,2.0,15.0,AF
162,2018-07-01,1.0,8.0,24.0,5.0,6.0,15.0,AF
163,2018-08-01,2.0,6.0,22.0,9.0,1.0,14.0,AF
164,2018-09-01,2.0,8.0,19.0,8.0,4.0,22.0,AF
165,2018-10-01,2.0,9.0,17.0,5.0,3.0,20.0,AF
166,2018-11-01,2.0,7.0,17.0,4.0,2.0,22.0,AF
167,2018-12-01,2.0,5.0,18.0,5.0,1.0,15.0,AF
168,2019-01-01,2.0,15.0,17.0,7.0,3.0,12.0,AF
169,2019-02-01,2.0,9.0,21.0,6.0,2.0,10.0,AF
170,2019-03-01,2.0,6.0,17.0,3.0,3.0,12.0,AF
171,2019-04-01,2.0,6.0,15.0,5.0,4.0,20.0,AF
172,2019-05-01,2.0,8.0,19.0,3.0,4.0,22.0,AF
173,2019-06-01,2.0,10.0,19.0,5.0,2.0,16.0,AF
174,2019-07-01,3.0,7.0,19.0,7.0,3.0,15.0,AF
175,2019-08-01,2.0,9.0,21.0,5.0,2.0,13.0,AF
176,2019-09-01,3.0,7.0,23.0,6.0,3.0,21.0,AF
177,2019-10-01,3.0,7.0,20.0,17.0,3.0,24.0,AF
178,2019-11-01,3.0,9.0,19.0,8.0,4.0,18.0,AF
179,2019-12-01,3.0,8.0,19.0,4.0,3.0,15.0,AF
180,2020-01-01,3.0,6.0,18.0,4.0,3.0,10.0,AF
181,2020-02-01,5.0,6.0,18.0,6.0,2.0,12.0,AF
182,2020-03-01,2.0,4.0,8.0,1.0,4.0,7.0,AF
183,2020-04-01,1.0,5.0,5.0,2.0,2.0,12.0,AF
184,2020-05-01,1.0,5.0,7.0,5.0,4.0,11.0,AF
185,2020-06-01,2.0,7.0,10.0,6.0,4.0,8.0,AF
186,2020-07-01,2.0,5.0,12.0,3.0,4.0,11.0,AF
187,2020-08-01,2.0,5.0,14.0,5.0,2.0,13.0,AF
188,2020-09-01,2.0,6.0,11.0,4.0,3.0,19.0,AF
189,2020-10-01,4.0,5.0,15.0,9.0,1.0,16.0,AF
190,2020-11-01,3.0,10.0,24.0,5.0,3.0,20.0,AF
191,2020-12-01,3.0,5.0,23.0,5.0,3.0,13.0,AF
192,2021-01-01,4.0,9.0,27.0,4.0,2.0,9.0,AF
193,2021-02-01,4.0,8.0,21.0,10.0,3.0,11.0,AF
194,2021-03-01,3.0,5.0,16.0,7.0,1.0,16.0,AF
195,2021-04-01,4.0,9.0,17.0,5.0,4.0,13.0,AF
196,2021-05-01,4.0,7.0,19.0,4.0,1.0,13.0,AF
197,2021-06-01,4.0,12.0,22.0,9.0,3.0,12.0,AF
198,2021-07-01,9.0,14.0,28.0,15.0,3.0,9.0,AF
199,2021-08-01,15.0,94.0,100.0,100.0,1.0,8.0,AF
200,2021-09-01,5.0,52.0,51.0,57.0,1.0,7.0,AF
201,2021-10-01,9.0,29.0,38.0,32.0,1.0,7.0,AF
202,2021-11-01,7.0,18.0,47.0,18.0,2.0,7.0,AF
203,2021-12-01,24.0,16.0,44.0,17.0,2.0,8.0,AF
204,2022-01-01,16.0,13.0,36.0,16.0,2.0,9.0,AF
205,2022-02-01,33.0,12.0,35.0,9.0,3.0,12.0,AF
206,2022-03-01,15.0,8.0,34.0,5.0,2.0,13.0,AF
207,2022-04-01,100.0,9.0,32.0,8.0,3.0,13.0,AF
208,2022-05-01,60.0,7.0,37.0,6.0,3.0,15.0,AF
209,2022-06-01,41.0,10.0,45.0,7.0,3.0,17.0,AF
210,2022-07-01,32.0,14.0,41.0,9.0,1.0,11.0,AF
211,2022-08-01,42.0,13.0,49.0,11.0,3.0,12.0,AF
212,2022-09-01,71.0,14.0,49.0,10.0,2.0,17.0,AF
213,2022-10-01,48.0,17.0,61.0,14.0,2.0,15.0,AF
214,2022-11-01,15.0,15.0,48.0,15.0,2.0,13.0,AF
215,2022-12-01,10.0,11.0,48.0,8.0,2.0,9.0,AF
216,2023-01-01,14.0,8.0,46.0,6.0,3.0,7.0,AF
217,2005-01-01,0.0,0.0,42.0,0.0,0.0,0.0,AL
218,2005-02-01,0.0,0.0,70.0,0.0,0.0,92.0,AL
219,2005-03-01,0.0,33.0,0.0,0.0,58.0,100.0,AL
220,2005-04-01,0.0,49.0,0.0,0.0,0.0,75.0,AL
221,2005-05-01,100.0,0.0,41.0,0.0,0.0,0.0,AL
222,2005-06-01,0.0,0.0,0.0,100.0,0.0,0.0,AL
223,2005-07-01,0.0,0.0,0.0,0.0,0.0,0.0,AL
224,2005-08-01,71.0,100.0,100.0,0.0,0.0,0.0,AL
225,2005-09-01,0.0,0.0,0.0,72.0,0.0,0.0,AL
226,2005-10-01,0.0,0.0,0.0,0.0,37.0,45.0,AL
227,2005-11-01,0.0,0.0,54.0,0.0,100.0,0.0,AL
228,2005-12-01,0.0,0.0,36.0,0.0,85.0,25.0,AL
229,2006-01-01,34.0,23.0,0.0,0.0,0.0,0.0,AL
230,2006-02-01,0.0,0.0,0.0,0.0,0.0,0.0,AL
231,2006-03-01,0.0,0.0,0.0,67.0,0.0,0.0,AL
232,2006-04-01,0.0,0.0,0.0,0.0,28.0,29.0,AL
233,2006-05-01,0.0,46.0,18.0,0.0,47.0,41.0,AL
234,2006-06-01,0.0,0.0,29.0,50.0,72.0,0.0,AL
235,2006-07-01,0.0,23.0,18.0,37.0,0.0,52.0,AL
236,2006-08-01,0.0,55.0,20.0,0.0,0.0,25.0,AL
237,2006-09-01,0.0,0.0,0.0,0.0,0.0,0.0,AL
238,2006-10-01,0.0,0.0,0.0,0.0,0.0,0.0,AL
239,2006-11-01,0.0,0.0,18.0,0.0,0.0,40.0,AL
240,2006-12-01,31.0,0.0,17.0,0.0,0.0,0.0,AL
241,2007-01-01,0.0,44.0,13.0,0.0,0.0,0.0,AL
242,2007-02-01,0.0,0.0,37.0,0.0,0.0,40.0,AL
243,2007-03-01,0.0,0.0,15.0,0.0,0.0,22.0,AL
244,2007-04-01,14.0,26.0,17.0,0.0,0.0,0.0,AL
245,2007-05-01,0.0,20.0,16.0,0.0,21.0,30.0,AL
246,2007-06-01,0.0,18.0,21.0,0.0,20.0,39.0,AL
247,2007-07-01,0.0,46.0,17.0,70.0,0.0,0.0,AL
248,2007-08-01,0.0,17.0,26.0,0.0,0.0,11.0,AL
249,2007-09-01,14.0,14.0,32.0,0.0,0.0,9.0,AL
250,2007-10-01,0.0,14.0,23.0,0.0,16.0,24.0,AL
251,2007-11-01,25.0,0.0,20.0,14.0,0.0,27.0,AL
252,2007-12-01,0.0,7.0,24.0,0.0,0.0,16.0,AL
253,2008-01-01,0.0,0.0,15.0,0.0,0.0,24.0,AL
254,2008-02-01,8.0,24.0,23.0,0.0,0.0,7.0,AL
255,2008-03-01,0.0,0.0,13.0,0.0,21.0,18.0,AL
256,2008-04-01,0.0,0.0,9.0,0.0,0.0,25.0,AL
257,2008-05-01,0.0,0.0,26.0,0.0,0.0,17.0,AL
258,2008-06-01,0.0,0.0,14.0,0.0,0.0,15.0,AL
259,2008-07-01,8.0,6.0,15.0,0.0,0.0,0.0,AL
260,2008-08-01,0.0,10.0,15.0,15.0,0.0,36.0,AL
261,2008-09-01,0.0,12.0,13.0,0.0,0.0,7.0,AL
262,2008-10-01,0.0,17.0,27.0,0.0,11.0,18.0,AL
263,2008-11-01,0.0,6.0,18.0,0.0,10.0,20.0,AL
264,2008-12-01,0.0,0.0,10.0,0.0,14.0,4.0,AL
265,2009-01-01,8.0,3.0,17.0,0.0,0.0,15.0,AL
266,2009-02-01,15.0,0.0,0.0,0.0,0.0,16.0,AL
267,2009-03-01,5.0,0.0,19.0,7.0,0.0,4.0,AL
268,2009-04-01,0.0,0.0,6.0,0.0,8.0,11.0,AL
269,2009-05-01,0.0,4.0,10.0,0.0,0.0,12.0,AL
270,2009-06-01,0.0,0.0,10.0,0.0,10.0,25.0,AL
271,2009-07-01,0.0,0.0,19.0,0.0,0.0,5.0,AL
272,2009-08-01,0.0,0.0,14.0,0.0,20.0,0.0,AL
273,2009-09-01,6.0,0.0,25.0,0.0,12.0,15.0,AL
274,2009-10-01,0.0,0.0,22.0,0.0,0.0,14.0,AL
275,2009-11-01,0.0,0.0,11.0,0.0,16.0,16.0,AL
276,2009-12-01,12.0,0.0,11.0,0.0,7.0,14.0,AL
277,2010-01-01,0.0,0.0,11.0,0.0,12.0,17.0,AL
278,2010-02-01,4.0,0.0,0.0,0.0,7.0,3.0,AL
279,2010-03-01,0.0,0.0,10.0,0.0,6.0,12.0,AL
280,2010-04-01,12.0,6.0,0.0,0.0,0.0,10.0,AL
281,2010-05-01,5.0,7.0,7.0,0.0,8.0,24.0,AL
282,2010-06-01,0.0,0.0,0.0,12.0,0.0,17.0,AL
283,2010-07-01,0.0,0.0,5.0,0.0,0.0,7.0,AL
284,2010-08-01,5.0,4.0,22.0,11.0,0.0,0.0,AL
285,2010-09-01,0.0,0.0,12.0,0.0,9.0,5.0,AL
286,2010-10-01,6.0,0.0,24.0,0.0,7.0,6.0,AL
287,2010-11-01,4.0,4.0,14.0,5.0,0.0,11.0,AL
288,2010-12-01,0.0,0.0,10.0,0.0,8.0,9.0,AL
289,2011-01-01,3.0,2.0,6.0,0.0,2.0,7.0,AL
290,2011-02-01,3.0,2.0,5.0,1.0,0.0,5.0,AL
291,2011-03-01,3.0,2.0,4.0,0.0,3.0,5.0,AL
292,2011-04-01,3.0,2.0,2.0,0.0,2.0,10.0,AL
293,2011-05-01,0.0,3.0,3.0,0.0,1.0,8.0,AL
294,2011-06-01,2.0,2.0,5.0,1.0,5.0,10.0,AL
295,2011-07-01,1.0,2.0,6.0,0.0,2.0,4.0,AL
296,2011-08-01,3.0,2.0,6.0,0.0,0.0,2.0,AL
297,2011-09-01,3.0,2.0,4.0,1.0,3.0,5.0,AL
298,2011-10-01,4.0,2.0,6.0,1.0,2.0,8.0,AL
299,2011-11-01,2.0,2.0,5.0,0.0,0.0,10.0,AL
300,2011-12-01,2.0,2.0,5.0,0.0,2.0,10.0,AL
301,2012-01-01,3.0,3.0,4.0,0.0,3.0,9.0,AL
302,2012-02-01,3.0,1.0,3.0,1.0,2.0,10.0,AL
303,2012-03-01,3.0,2.0,5.0,1.0,2.0,7.0,AL
304,2012-04-01,1.0,0.0,4.0,0.0,1.0,7.0,AL
305,2012-05-01,3.0,3.0,8.0,0.0,3.0,11.0,AL
306,2012-06-01,1.0,2.0,5.0,1.0,2.0,8.0,AL
307,2012-07-01,2.0,2.0,7.0,1.0,3.0,7.0,AL
308,2012-08-01,5.0,4.0,6.0,0.0,2.0,3.0,AL
309,2012-09-01,0.0,2.0,5.0,1.0,2.0,7.0,AL
310,2012-10-01,5.0,2.0,6.0,0.0,2.0,8.0,AL
311,2012-11-01,1.0,2.0,6.0,0.0,2.0,5.0,AL
312,2012-12-01,3.0,1.0,5.0,0.0,2.0,7.0,AL
313,2013-01-01,2.0,3.0,6.0,0.0,2.0,9.0,AL
314,2013-02-01,2.0,1.0,3.0,0.0,2.0,6.0,AL
315,2013-03-01,2.0,2.0,5.0,0.0,2.0,6.0,AL
316,2013-04-01,3.0,2.0,3.0,0.0,4.0,8.0,AL
317,2013-05-01,2.0,2.0,7.0,0.0,3.0,9.0,AL
318,2013-06-01,2.0,1.0,3.0,0.0,2.0,6.0,AL
319,2013-07-01,2.0,2.0,4.0,0.0,1.0,4.0,AL
320,2013-08-01,2.0,2.0,5.0,0.0,1.0,4.0,AL
321,2013-09-01,3.0,2.0,7.0,0.0,1.0,4.0,AL
322,2013-10-01,3.0,2.0,8.0,0.0,2.0,8.0,AL
323,2013-11-01,2.0,3.0,6.0,0.0,2.0,6.0,AL
324,2013-12-01,3.0,1.0,5.0,0.0,2.0,7.0,AL
325,2014-01-01,2.0,1.0,6.0,1.0,5.0,10.0,AL
326,2014-02-01,1.0,3.0,3.0,2.0,2.0,8.0,AL
327,2014-03-01,3.0,2.0,5.0,0.0,5.0,7.0,AL
328,2014-04-01,2.0,2.0,6.0,0.0,3.0,6.0,AL
329,2014-05-01,3.0,2.0,8.0,0.0,2.0,12.0,AL
330,2014-06-01,4.0,3.0,8.0,0.0,3.0,9.0,AL
331,2014-07-01,4.0,2.0,7.0,1.0,2.0,3.0,AL
332,2014-08-01,4.0,2.0,6.0,0.0,1.0,3.0,AL
333,2014-09-01,4.0,3.0,7.0,0.0,2.0,3.0,AL
334,2014-10-01,5.0,1.0,9.0,0.0,3.0,6.0,AL
335,2014-11-01,4.0,2.0,7.0,0.0,2.0,7.0,AL
336,2014-12-01,3.0,3.0,6.0,0.0,2.0,6.0,AL
337,2015-01-01,5.0,2.0,6.0,1.0,3.0,5.0,AL
338,2015-02-01,3.0,2.0,8.0,1.0,2.0,8.0,AL
339,2015-03-01,5.0,3.0,6.0,0.0,1.0,7.0,AL
340,2015-04-01,3.0,2.0,9.0,0.0,1.0,7.0,AL
341,2015-05-01,3.0,2.0,11.0,0.0,3.0,7.0,AL
342,2015-06-01,4.0,2.0,7.0,1.0,2.0,9.0,AL
343,2015-07-01,4.0,2.0,8.0,1.0,1.0,4.0,AL
344,2015-08-01,5.0,3.0,9.0,1.0,1.0,3.0,AL
345,2015-09-01,5.0,3.0,9.0,3.0,1.0,6.0,AL
346,2015-10-01,4.0,2.0,9.0,1.0,1.0,6.0,AL
347,2015-11-01,5.0,2.0,7.0,0.0,3.0,6.0,AL
348,2015-12-01,4.0,2.0,7.0,1.0,1.0,5.0,AL
349,2016-01-01,5.0,2.0,6.0,2.0,2.0,6.0,AL
350,2016-02-01,4.0,2.0,6.0,1.0,3.0,6.0,AL
351,2016-03-01,3.0,4.0,8.0,2.0,3.0,7.0,AL
352,2016-04-01,4.0,3.0,7.0,1.0,3.0,7.0,AL
353,2016-05-01,4.0,1.0,10.0,0.0,2.0,8.0,AL
354,2016-06-01,4.0,2.0,8.0,1.0,1.0,7.0,AL
355,2016-07-01,4.0,1.0,8.0,1.0,2.0,4.0,AL
356,2016-08-01,3.0,2.0,8.0,1.0,1.0,3.0,AL
357,2016-09-01,5.0,2.0,10.0,1.0,1.0,6.0,AL
358,2016-10-01,3.0,1.0,9.0,0.0,1.0,6.0,AL
359,2016-11-01,5.0,3.0,8.0,1.0,3.0,6.0,AL
360,2016-12-01,3.0,1.0,8.0,0.0,2.0,6.0,AL
361,2017-01-01,4.0,2.0,8.0,1.0,1.0,6.0,AL
362,2017-02-01,4.0,1.0,9.0,0.0,1.0,6.0,AL
363,2017-03-01,5.0,2.0,9.0,1.0,2.0,6.0,AL
364,2017-04-01,2.0,2.0,8.0,1.0,1.0,7.0,AL
365,2017-05-01,5.0,2.0,15.0,0.0,4.0,6.0,AL
366,2017-06-01,5.0,1.0,9.0,1.0,1.0,5.0,AL
367,2017-07-01,4.0,1.0,10.0,0.0,1.0,3.0,AL
368,2017-08-01,5.0,2.0,11.0,0.0,2.0,4.0,AL
369,2017-09-01,5.0,2.0,11.0,0.0,2.0,6.0,AL
370,2017-10-01,5.0,2.0,11.0,1.0,3.0,5.0,AL
371,2017-11-01,5.0,2.0,13.0,1.0,2.0,7.0,AL
372,2017-12-01,3.0,2.0,11.0,1.0,3.0,6.0,AL
373,2018-01-01,5.0,2.0,13.0,0.0,2.0,7.0,AL
374,2018-02-01,4.0,2.0,11.0,1.0,2.0,7.0,AL
375,2018-03-01,5.0,1.0,12.0,0.0,3.0,7.0,AL
376,2018-04-01,4.0,2.0,10.0,1.0,3.0,7.0,AL
377,2018-05-01,5.0,2.0,15.0,0.0,3.0,8.0,AL
378,2018-06-01,6.0,2.0,17.0,2.0,1.0,5.0,AL
379,2018-07-01,7.0,2.0,15.0,1.0,2.0,4.0,AL
380,2018-08-01,7.0,2.0,13.0,1.0,2.0,5.0,AL
381,2018-09-01,5.0,3.0,16.0,1.0,3.0,7.0,AL
382,2018-10-01,6.0,2.0,15.0,2.0,4.0,6.0,AL
383,2018-11-01,6.0,2.0,16.0,1.0,3.0,7.0,AL
384,2018-12-01,6.0,1.0,11.0,1.0,2.0,6.0,AL
385,2019-01-01,7.0,1.0,16.0,0.0,3.0,7.0,AL
386,2019-02-01,7.0,3.0,16.0,1.0,3.0,7.0,AL
